id	entry	ipa	pos	definition	example_sent	scientific_name	wiki_link	pic_link	comment	audio	created_at	marked
318	pedoboro	pedoboɾo	LEX	tendão, nervo							13/04/2026	true
319	pega	pega	LEX	ruindade, maldade, velhice, doença, estrago							13/04/2026	true
320	pegado	pegadːʌ	VC	estragar, arruinar, prejudicar							13/04/2026	true
321	pegagodu	pegagodu	LEX	começar a ficar ruim, a ficar doente, começar a transformar-se							13/04/2026	true
322	pegajejewu	pegadʒedʒewu									13/04/2026	true
323	pego1	peˈgoɾe	LEX	molhado	x						13/04/2026	true
324	pego2	pego	VC	fazer defecar							13/04/2026	true
325	pegodu	peˈgodːɯ	LEX	defecar							13/04/2026	true
326	pemega	pemega									13/04/2026	true
327	piora	pioɾa	LEX	osso do cotovelo							13/04/2026	true
328	pipi	pipi	LEX	piolho							13/04/2026	true
329	pirogo	piɾogo		pequeno							13/04/2026	true
330	poari (powari)	poaɾi	LEX	cabacinha							13/04/2026	true
331	pobe	pobe	NUM	dois							13/04/2026	true
332	pobe metuia bokware	pobe metuia bokware		três								true
333	pobe puibiji	pobe puibidʒi		quatro								true
335	pobogo	pobogo		veado mateiro							13/04/2026	true
336	pobona	pobonːa	LEX	coxa							13/04/2026	true
337	pogodao	pogodao	LEX	joelho							13/04/2026	true
338	pogora	pogoɾa	LEX	coxa, perna							13/04/2026	true
339	pogurure	poguɾuɾe		sentir vergonha							13/04/2026	true
340	poru	ˈpoɾu	LEX	dorso	iporo = minhas costas						13/04/2026	true
341	poru (pl. porue)	poɾu	LEX	jaú (peixe							13/04/2026	true
342	puduga	puˈduga	LEX	pente							13/04/2026	true
343	pugeje	pugo	ADV	de novo, novamente, ainda, outra vez							13/04/2026	true
344	purekudu	puɾekudu									13/04/2026	true
345	ra (rade)	ɾa	INTJ	forma que indica surpresa ou admiração							13/04/2026	true
346	ra (rare)	ɾa	LEX	copular							13/04/2026	true
347	ra1	ɾa	LEX	canto, cantar							13/04/2026	true
348	ra2	ɾa	LEX	osso, ossada, esqueleto, dureza, broto, galho; tábua							13/04/2026	true
349	raka	ɾaka	ADV	dureza, força, resistência, dificuldade, forte, duro, difícil, fortemente	era raka rugadu = eles cantam forte mesmo						13/04/2026	true
350	rakakare	ɾakakaɾe									13/04/2026	true
351	rakare	ɾakaɾe									13/04/2026	true
352	raru	ɾaɾu	S	folha	raru ki = folha seca						13/04/2026	true
353	rawuje	ɾawudʒːe									13/04/2026	true
354	rekodaji	ɾekodadʒːi	POSP	atrás de, depois de							13/04/2026	true
355	remagu	ɾemagu	VT	medir, computar							13/04/2026	true
356	remaguda	ɾemagudːa	LEX	lugar de medir, de contar, de pesar							13/04/2026	true
357	reore (reure)	ɾeooɾe	ADV	como, igual							13/04/2026	true
358	rerakare	ɾeɾakaɾe									13/04/2026	true
359	reru	ɾeɾu	LEX	movimento, dança; dançar: irerumode (eu dançarei							13/04/2026	true
360	ri	ɾi	LEX	pedra, morro, pico							13/04/2026	true
361	ri (vrt. de ru)	ɾi	LEX	fogo							13/04/2026	true
362	riboa	ɾiboa	LEX	nádega							13/04/2026	true
363	ricodo	ɾitʃodo									13/04/2026	true
364	ro2	ɾɔ	LEX	cheiro, perfume, gosto; exalar perfume, exalar cheiro							13/04/2026	true
365	rore	ɾoɾe									13/04/2026	true
366	ru1	ɾu	S	sapo, rã							13/04/2026	true
367	ru2	ɾu	S	fogo							13/04/2026	true
368	rugodu	ɾuˈgodːɯ	LEX	altercação, briga; brigar, altercar							13/04/2026	true
369	rugudu	ɾugudːɯ	LEX	cinza; moto rugudu (ferrugem)							13/04/2026	true
370	ruke	ˈɾuke	LEX	mosca, mosca							13/04/2026	true
371	rutu	ɾutːu	LEX	subida; subir, ascender	ruture = ele subiu						13/04/2026	true
372	rutureboe	ɾutuɾeboe									13/04/2026	true
373	ruwobo	ɾuwobo	LEX	vasilha, tijela							13/04/2026	true
374	tadari	tadaɾi	LEX	tipo de batata da terra, cara roxo							13/04/2026	true
375	tapiradoge	tapiɾadoge	S	gado							13/04/2026	true
376	taroe	taɾoe	S	alma							13/04/2026	true
377	tobaro	tobaɾo									13/04/2026	true
378	tori	toɾi	LEX	morro, colina, pedra, região correspondente à crista da tíbia							13/04/2026	true
380	tori kurirewu	toɾi kuɾiɾew									13/04/2026	true
381	toriga	toɾiga	LEX	faca							13/04/2026	true
382	towuje (vrt. to)	towudʒːe	LEX	fazer, fabricar, criar							13/04/2026	true
383	tu	tu	ADV	bem, assim, somente							13/04/2026	true
384	tu	tu	LEX	ida, partida, saída; ir embora, partir, sair							13/04/2026	true
385	tuda	tuda									13/04/2026	true
386	tudaru	tudaɾu									13/04/2026	true
387	tugo	tugo	LEX	flecha							13/04/2026	true
388	tugu	tugu	LEX	colocar, introduzir, plantar, enterrar, cozinhar na água; bexiga natatória dos peixe							13/04/2026	true
389	tumugudo keje	tumugudo kedʒːe	V	puxar							13/04/2026	true
390	turubari	tuɾubaɾi	LEX	pato selvagem							13/04/2026	true
391	tuwe	tuwe									13/04/2026	true
392	tuwotuwu	tuwotuwu									13/04/2026	true
393	ukwa	ukwa	LEX	raiz							13/04/2026	true
394	uru	uɾu	LEX	calor							13/04/2026	true
395	utu	utu									13/04/2026	true
396	uwai (pl. uwae)	ˈuwai	LEX	jacaré		família Alligatoridae	https://pt.wikipedia.org/wiki/Jacaré	https://upload.wikimedia.org/wikipedia/commons/thumb/1/1c/Florida_Alligator.jpg/500px-Florida_Alligator.jpg			13/04/2026	true
397	uwobe	uwobe									13/04/2026	true
399	boe kaguru	boe kaguɾu	S	manetiga, gordura							13/04/2026	true
400	-da	dːa	SUF	indica o lugar							13/04/2026	
401	-do	dːʌ	SUF	sufixo causativo	ure iorudiwado awara ji = ele me ensinou  o caminho						13/04/2026	
402	-do	dːʌ	SUF	imperativo de verbos intransitivos	atudo mato! = vem aqui!						13/04/2026	
403	-doge	doge	SUF	sufixo de plural	tabagudu bokware butaodoge ce =  vocês não tiveram medo das chuvas!						13/04/2026	
404	-du	dːɯ	SUF	sufixo de voz passiva							13/04/2026	
405	-du	dːɯ	SUF	sufixo singulativo, que transforma formas plurais em singular							13/04/2026	
406	-ge	ge	SUF	sufixo de plural							13/04/2026	
407	-go	go	SUF	indica forma causativa inceptiva de verbo							13/04/2026	
408	-go	go	SUF	sufixo feminino					Esta forma de sufixo feminino é restrita e não produtiva.		13/04/2026	
409	-godu	ˈgodːɯ	SUF	aspecto inceptivo indica ação icipiente	akaciagodure = você começeu a espirrar						13/04/2026	
410	-guraga	guɾaga	ADV	muito, abundante(mente)	ipagudu rakaguragare awu poboce = tenho muito medo deste rio.						13/04/2026	
411	-ia1	ia	SUF	modo desiderativo							13/04/2026	
412	-ia2	ia	SUF	indica ocasião, lugar de, instrumento de	aiwoia = lugar de observação; koguia = objeto para amarrar; enawuia = lugar de enfeite.						13/04/2026	
413	-ia3	ia	LEX	abertura, boca, recipiente, curva, volta							13/04/2026	
414	-iagu	iagu	SUF	indica discurso indireto com exortação	bataru aregodure paiagu tapira bito = chegou um recado para matarmos a vaca						13/04/2026	
415	-ie	ie	SUF	indica discurso indireto	egore taregodumoduie iwogai rugadu = disseram que vão mesmo me procurar						13/04/2026	
416	-ka	ka	SUF	não; indicador de forma negativa dos verbo	padukare = Nós não fomos.						13/04/2026	
417	-kaba	kaba	SUF	forma negativa do modo imperativo	amorora amagadu kaba! = não se preocupe!						13/04/2026	
418	-modu	modu	SUF	sufixo indicador de status irreal	Boe etaregodure, tumode tugado puiatowu kae = os Bororo vieram para o lugar onde iam se repartir						13/04/2026	
419	-re	-ɾe	SUF	modo indicativo	are maku inae = você o deu a min						13/04/2026	
420	-rogu	ɾogu	SUF	sufixo que marca diminutivo	karorogu = peixinho						13/04/2026	
421	-wo	wo	SUF	modo subjuntivo; para, a fim de; indica finalidade	akaidure ituwo = você quer que eu vá ; itaidure joruduiwawo boe ewadaru ji = eu quero  aprender (a língua) bororo						13/04/2026	
422	-wu	wu	SUF	nominalizador de oração, relativizador	itaregodure ia paga ko rairewu kae = cheguei am um córrego que era muito longo/fundo						13/04/2026	
423	a	a	S	semente	are a ra = você debulhou a semente.						13/04/2026	
424	acia	atʃia	LEX	espirro, espirrar	itajiare = eu espirrei						13/04/2026	
425	aciado	atʃiˈadːʌ	VC	fazer espirrar	ure itaciado = ele me fez espirrar						13/04/2026	
426	aciagodu	atʃiaˈgodːɯ	V	começar a espirrar							13/04/2026	
427	aciagodurewu	atʃiagoduˈɾew	S	o que começa a espirrar							13/04/2026	
428	aciarewu	atʃiaˈɾew	S	o que espirra							13/04/2026	
429	ado	adːʌ	LEX	olhar. Usa-se no imperativo	akado = olha!; tagado = olhai! (2a pessoa plural)						13/04/2026	
430	adugo biri1	aˈdugo biɾi	S	pele de onça				https://upload.wikimedia.org/wikipedia/commons/thumb/4/4e/Panthera_onca_%28Jaguar%29_skin.jpg/500px-Panthera_onca_%28Jaguar%29_skin.jpg			13/04/2026	
431	adugo biri2	aˈdugo biɾi	S	ritual do couro da onça							13/04/2026	
432	adugo corewu	adugo tʃoɾew	S	onça preta	adugo coreu bokware we!	Panthera onca	https://pt.wikipedia.org/wiki/Panthera_onca	https://upload.wikimedia.org/wikipedia/commons/4/4b/Black_Jaguar_%2810037053435%29.jpg			13/04/2026	
433	adugo1	aˈdugo	S	onça pintada	Boere adugo bito = os Bororo matam a onça.	Panthera onca	https://pt.wikipedia.org/wiki/Panthera_onca	https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/Standing_jaguar.jpg/600px-Standing_jaguar.jpg	A onça tem um papel importante em alguns rituais bororo, como o ritual do couro da onça, o funeral, etc.		13/04/2026	
434	adugo2	aˈdugo	S	formiga-onça		Família Mutillidae	https://pt.wikipedia.org/wiki/Formiga-feiticeira	https://upload.wikimedia.org/wikipedia/commons/thumb/7/76/Dasymutillaoccidentalis.jpg/960px-Dasymutillaoccidentalis.jpg	Designa diversas espécies de vespas da família Mutillidae		13/04/2026	
435	adugodo	aduˈgodːʌ	VC	transformar em jaguar							13/04/2026	
436	adugore boe	adugoɾe boe	LEX	o que se refere à onça							13/04/2026	
437	adugorodo	adugoɾodːʌ	LEX	onça pintada fêmea							13/04/2026	
438	ae1	ae	LEX	cordão de cabelos humano							13/04/2026	
439	ae2	ae	POSP	a, para, até, no rumo de							13/04/2026	
440	aeia	aeia	LEX	coroa, sumidade							13/04/2026	
441	aeia aku	aeia aku	LEX	calvície							13/04/2026	
442	aeiado	aeiadːʌ	LEX	caortar o cabelo, fazer tonsura							13/04/2026	
443	aeiadodu	aeiaˈdːodːɯ	PPASS	que teve o cabelo cortado							13/04/2026	
444	aeiadodurewu	aeiadodːuˈɾew	S	o o que tem o cabelo cortado							13/04/2026	
445	aena	aenːa	LEX	lombo							13/04/2026	
446	aerudukaina	aeɾudukainːa	INTJ	interjeição que exprime maravilha (aerudukare + aino)					aerudukaina -- que lindo!		13/04/2026	
447	aewara	aewaɾa	S	enfeite bororo trançado de palha e enfeitado de penas							13/04/2026	
448	agarewu	agaˈɾew	S	que tem cabeleira							13/04/2026	
449	aia 1	ai	LEX	felino, felídeo							13/04/2026	
450	aia akurugudurewu	aia akuɾugudːɯɾew	S	careca							13/04/2026	
451	aiado	aiadːʌ	VC	cercar, fazer rodar, fazer circular							13/04/2026	
452	aiadoda	aiadodːa	POSP	por cima							13/04/2026	
453	aiagodu	aiaˈgodːɯ	LEX	redondeza, redondo							13/04/2026	
454	aiagodudo	aiagoˈdudːɤ	LEX	arredondar							13/04/2026	
455	aiagodurewu	aiagoduˈɾew	LEX	redondo, o que está arredondado							13/04/2026	
456	aidae	aidae	LEX	querenças, vontades, desejo, coisa desejada							13/04/2026	
457	aiduboe	aiduboe	S	amor, querência, vontade							13/04/2026	
458	aidudo	aidːudːʌ	VC	fazer querer, fazer desejar, fazer gostars							13/04/2026	
459	aidugiri	aiduˈgiɾi	LEX	bonito, bom							13/04/2026	
460	aidurewu	aiduˈɾew	S	aquele que quer, coisa agradável, alegria							13/04/2026	
461	aiea akurewu	aiea akuɾew	S	aquele que é calvo	nowu bradu aia akure						13/04/2026	
462	aiepa	aiepa	LEX	constelações Alfa e Beta Centauri (ver: pari bopona)				https://upload.wikimedia.org/wikipedia/commons/thumb/6/61/Alpha%2C_Beta_and_Proxima_Centauri_%281%29.jpg/500px-Alpha%2C_Beta_and_Proxima_Centauri_%281%29.jpg			13/04/2026	
463	aigo	ˈaigo	LEX	onça parda		Puma concolor	https://pt.wikipedia.org/wiki/Puma_concolor	https://upload.wikimedia.org/wikipedia/commons/thumb/d/d6/Mountain_Lion_in_Glacier_National_Park.jpg/960px-Mountain_Lion_in_Glacier_National_Park.jpg			13/04/2026	
464	aije	aˈidʒːe	LEX	animal mítico;  um espírito; um ator da representação; zunidor de madeira; certos animais que vivem na lama; membros do clã dos Aroroe; Bakororo							13/04/2026	
465	aimearewu	aimeaˈɾew	S	gato mourisco, jaguarundi		Herpailurus yagouaroundi	https://pt.wikipedia.org/wiki/Jaguarundi	https://upload.wikimedia.org/wikipedia/commons/thumb/7/7b/Puma_yaguarondi2.jpg/960px-Puma_yaguarondi2.jpg			13/04/2026	
466	aimoda	aimodːa	LEX	lugar de banho, banheiro							13/04/2026	
467	aimodurewu	aimoduˈɾew	S	o que foi banhado							13/04/2026	
468	aino	ainːo	ADV	assim, deste modo, neste modo							13/04/2026	
469	aipoburewu	aipobuɾew	LEX	jaguatirica	arigau doge egore aipobureu ji	Leopardus pardalis	https://pt.wikipedia.org/wiki/Jaguatirica	https://upload.wikimedia.org/wikipedia/commons/thumb/f/f8/Ocelot_%28Jaguatirica%29_Zoo_Itatiba.jpg/960px-Ocelot_%28Jaguatirica%29_Zoo_Itatiba.jpg	Também chamada de aikido ou awogodori.		13/04/2026	
470	aipoburewu biri	aipobuɾew biɾi	LEX	pele de jaguatirica; como a pele do jaguar e a da onça parda, que serve também de aroe emori (sufrágio de finados), e de Boe ekudawu (tapete							13/04/2026	
471	airewu	aiˈɾew	S	vertigem, tontura							13/04/2026	
472	aiwo epa	aiwo epa	LEX	explorador, espião							13/04/2026	
473	aiwo joku	aiwo dʒoku	LEX	olhar sereno, olhar benigno							13/04/2026	
474	aiwo meki	aiwo meki	LEX	olhar torto, olhar maligno							13/04/2026	
475	aiwodo	aiwodːo	VC	fazer olhar, fazer ver, fazer observar							13/04/2026	
476	aiwododa	aiwododːa	S	lugar de fazer olhar							13/04/2026	
477	aiwododu	aiwoˈdːodːɯ	PPASS	feito olhar							13/04/2026	
478	aiwoia	aiwoia	LEX	lugar de observação							13/04/2026	
479	aiwoiado	aiwoiadːʌ	VC	fazer espiar							13/04/2026	
480	aiwoiadodu	aiwoiaˈdːodːɯ	PPASS	feito espiar							13/04/2026	
481	aiwoiarewu	aiwoiaˈɾew	S	espião, espia							13/04/2026	
482	aiworewu	aiwoˈɾew	S	o que olha, o vigia							13/04/2026	
483	akadu	aˈkadːɯ	LEX	risco, listra							13/04/2026	
484	akadugadu	akaduˈgadːɯ	LEX	que tem pintas							13/04/2026	
485	akadurewu (kadurewu)	akaduɾew	LEX	listrado, pintado com riscos							13/04/2026	
486	akagiri	akaˈgiɾi	LEX	esquartejamento							13/04/2026	
487	akagirido	akagiɾidːʌ	LEX	retalhar							13/04/2026	
488	akari	aˈkaɾi	LEX	isolado							13/04/2026	
489	akaru	aˈkaɾu	S	notícia, fama, nomeação, proclamação							13/04/2026	
490	akarudo	akaɾudːʌ	VC	proclamar, nomear, tornar famoso							13/04/2026	
491	akarudoda	akaɾudodːa	LEX	lugar de notícia, lugar de proclamação							13/04/2026	
492	akarudodu	akaɾudodu	PPAS	nomeado, proclamado							13/04/2026	
493	akarudodurewu	akaɾudoduɾew	S	o que foi nomeado, proclamado							13/04/2026	
494	akaruio	akaɾuio	LEX	famoso, ilustre							13/04/2026	
495	ake	ake	LEX	respiração, pressa							13/04/2026	
496	ake muga	ake muga	LEX	peito							13/04/2026	
497	ake tawuje	ake tawudʒːe	VT	respirar	panure ake tawuje = nós estamos respirando						13/04/2026	
498	akedo	aˈkedːʌ	VC	apressar	imode akedo ji = eu vou apressá-lo						13/04/2026	
499	akedu	aˈkedːɯ	LEX	acabamento, fim; acabar	imaragadae akedugodunure = meu trabalho está quase acabando						13/04/2026	
500	akedudodu	akedudːodːɯ	PPASS	acabado, concluído							13/04/2026	
501	akedugodu	akeduˈgodːɯ	LEX	acabamento incipiente							13/04/2026	
502	akedumodewu	akedumodewu	S	finito, caduco							13/04/2026	
503	akego	akego	VT	apressar	imode akego ji = eu vou começar a apressá-lo						13/04/2026	
504	akegodu	akeˈgodːɯ	LEX	apressar	akedo ai mato amaragadae kae						13/04/2026	
505	akemo	akemːo	LEX	desejo intenso, cobiça, desconfiança; desejar, cobiçar, desconfiar							13/04/2026	
506	akemorewu	akemoɾew	S	cobiçoso, desconfiado							13/04/2026	
507	akena	akenːa	LEX	pele seca do nariz	/ este e seu alimento para comer						13/04/2026	
508	aki	aki	PRON	tu, você							13/04/2026	
509	akidobo	akidobo	LEX	quadril, anca							13/04/2026	
510	akigu 1	akigu	LEX	corda, cordel, fio, linha; nome genérico de enfeites feitos de linha							13/04/2026	
511	akigu 2	akigu	S	algodão		gênero Gossypium	https://pt.wikipedia.org/wiki/Algodão	https://upload.wikimedia.org/wikipedia/commons/thumb/2/28/Cotton_-_പരുത്തി_03.JPG/500px-Cotton_-_പരുത്തി_03.JPG			13/04/2026	
512	akigu arewu	akigu aɾew	S	algodãozinho							13/04/2026	
513	akigu enado	akigu enado	VC	tecer algodão							13/04/2026	
514	akigu ikudo	akigu ikudo	VC	fiar algodão							13/04/2026	
515	akigu ira kajejewu	akigu iɾa kadʒedʒewu	LEX	carretel da linha de algodão							13/04/2026	
516	akigu jagiwu	akigu dʒagiwu	LEX	linha de algodão da lançadeira do tear							13/04/2026	
517	akigu kigudu	akigu kigudːɯ	LEX	puxador do tear							13/04/2026	
518	akigu muga	akigu muga	LEX	tear de algodão							13/04/2026	
519	akigu mugudo	akigu mugudo	VC	armar o tear para tecer algodão							13/04/2026	
520	akiri i	akiɾi i	LEX	angico branco		Anadenanthera colubrina	https://pt.wikipedia.org/wiki/Anadenanthera_colubrina	https://upload.wikimedia.org/wikipedia/commons/thumb/5/5c/Anadenanthera_colubrina.jpg/610px-Anadenanthera_colubrina.jpg			13/04/2026	
521	akiridoge	akiɾidoge	LEX	estação seca; constelação das Pléiades		Pléiades	https://pt.wikipedia.org/wiki/Plêiades	https://upload.wikimedia.org/wikipedia/commons/thumb/4/4e/Pleiades_large.jpg/500px-Pleiades_large.jpg			13/04/2026	
522	akiridoge ewure kowudo	akiɾidoge ewuɾe kowudo	S	queima dos pés das plêiades Festa realizado pelos Bororo para prolongar o período das secas (junho-julho)							13/04/2026	
523	akirio	akiɾio	LEX	enfeite de penugem para a cabeça							13/04/2026	
524	akiró	akiɾó	LEX	presente, dádiva, objeto trocado Na mitologia Bororo, trata-se de uma troca entre vencedores e vencidos							13/04/2026	
525	akirododa	akiɾododːa	LEX	lugar de troca, loja							13/04/2026	
526	akirododu	akiɾododu	PPAS	trocado	akirododure = foi trocado						13/04/2026	
527	akiwa (okiwa)	akiwa	LEX	capivara							13/04/2026	
528	ako 1	ˈako	VT	amontoar, reunir							13/04/2026	true
529	ako jore	ako dʒoɾe	LEX	ecoou, fez eco							13/04/2026	
530	akó kugu	akó kugu	LEX	mingau da coco de bocaiúva							13/04/2026	
531	ako mitudo	ako mitudo	VC	fazer ficar rouco							13/04/2026	
532	ako miturewu	ako mituɾew	S	rouco							13/04/2026	
533	ako mugudo	ako mugudo	VC	fazer executar um canto estando os cantores sentado							13/04/2026	
534	ako muguio	ako muguio	LEX	cantor que executa cantos sentado							13/04/2026	
535	ako mugurewu	ako muguɾew	S	canto sentado							13/04/2026	
536	ako otaigodu	ako otaigodu	LEX	pranto ritual, pranto de saudade							13/04/2026	
537	ako padu	ako padu	VC	gemer							13/04/2026	
538	akodo1	aˈkodːʌ	VC	fazer falar, tocar um instrumento							13/04/2026	
539	akodo2	aˈkodːʌ	VC	reunir, amontoar							13/04/2026	
